6659da9a6c7684b7240fe2c8,c22 (docosanoylcarnitine (beenonylcarnitine))
6659da9a6c7684b7240fe2c9,c22:0-lpc (C22:0 lysophosphatidylcholine)
6659da9a6c7684b7240fe2cb,c24 (tetracosanoylcarnitine (lignoceroylcarnitine))
6659da9a6c7684b7240fe2cd,c24:0-lpc (C24:0 lysophosphatidylcholine)
6659da9a6c7684b7240fe2ce,c26 (hexacosanoylcarnitine (cerotolcarnitine))
6659da9a6c7684b7240fe2d0,c26:0-lpc (C26:0 lysophosphatidylcholine)
6659da9a6c7684b7240fe2d2,c3 (propionylcarnitine)
6659da9a6c7684b7240fe2d3,c4 (butyrylcarnitine)
6659da9a6c7684b7240fe302,c4-b (butyrylcarnitine)
6659da9a6c7684b7240fe304,c4-i (isobutyrylcarnitine)
6659da9a6c7684b7240fe2d5,c5 (isovalerylcarnitine)
6659da9a6c7684b7240fe2d7,c5:1 (tiglylcarnitine)
6659da9a6c7684b7240fe2d8,c5dc\c6oh (glutarylcarnitine\3-hydroxy-hexanoylcarnitine)
6659da9a6c7684b7240fe2da,c6 (hexanoylcarnitine)
6659da9a6c7684b7240fe2dc,c6dc (adipylcarnitine)
6659da9a6c7684b7240fe2dd,c8 (octanoylcarnitine)
6659da9a6c7684b7240fe2df,c8:1 (octenoylcarnitine)
6659da9a6c7684b7240fe2e1,cit (citrulline)
6659da9a6c7684b7240fe309,city (City of residence)
_id,code.text
6659da9a6c7684b7240fe316,cortisonebaby (Child cortisone intake)
6659da9a6c7684b7240fe318,cortisonemother (Mother cortisone intake)
6659da9a6c7684b7240fe2e2,d-ado (2\'-deoxyadenosine)
6659da9a6c7684b7240fe305,dateofbirth (Date of birth)
6659da9a6c7684b7240fe2e4,ema (ethylmalonic acid)
6659da9a6c7684b7240fe325,enfeed (Enteral feeding)
6659da9a6c7684b7240fe30c,etnicity (Geographical origin)
6659da9a6c7684b7240fe2e6,ga (glutaric acid)
6659da9a6c7684b7240fe30a,gestationalage (Gestational age)
6659da9a6c7684b7240fe2e7,glu (glutamic acid)
6659da9a6c7684b7240fe2e9,gly (glycine)
6659da9a6c7684b7240fe2eb,hcys (homocysteine)
6659da9a6c7684b7240fe32a,hospital (Name of hospital requesting screening)
6659da9a6c7684b7240fe31e,hufeed (Maternal nutrition)
6659da9a6c7684b7240fe2ec,leu\ile\pro-oh (leucine\isoleucine\hydroxyproline)
6659da9a6c7684b7240fe2ee,mca (methylcitric acid)
6659da9a6c7684b7240fe314,meconium (Ileus meconium)
6659da9a6c7684b7240fe2f0,met (methionine)
6659da9a6c7684b7240fe320,mixfeed (Maternal nutrition and more)
6659da9a6c7684b7240fe2f1,mma (methylmalonic acid)
6659da9a6c7684b7240fe2f5,orn (ornithine)
6659da9a6c7684b7240fe2f3,orotico (orotic acid)
6659da9a6c7684b7240fe2f6,phe (phenylalanine)
6659da9a6c7684b7240fe2f8,piva (pivaloylcarnitine)
6659da9a6c7684b7240fe31b,premature (Premature baby)
6659da9a6c7684b7240fe2fa,pro (proline)
6659da9a6c7684b7240fe32f,s-tsh (human thyroid stimulating hormone)
6659da9a6c7684b7240fe2fb,sa (succinylacetone)
6659da9a6c7684b7240fe307,sex (Sex)
6659da9a6c7684b7240fe2fd,tgal (total galactose (galactose and galactose 1-phospate))
6659da9a6c7684b7240fe327,tpncarnfeed (Parenteral nutrition with carnitine)
6659da9a6c7684b7240fe323,tpnfeed (Parenteral nutrition)
6659da9a6c7684b7240fe328,tpnmctfeed (Parenteral nutrition with Medium chain triglycerides (MCT))
6659da9a6c7684b7240fe30f,twins (Twin)
6659da9a6c7684b7240fe2ff,tyr (tyrosine)
6659da9a6c7684b7240fe319,tyroidmother (Mother thyroid disease)
6659da9a6c7684b7240fe300,val (valina)
6659da9a6c7684b7240fe30e,weight (Baby weight)
